date,latitude,longitude,country_name,admin_division_name,risk_class
,25.14429782,93.97198129,india,Manipur,Medium
,33.03222222,75.90944444,india,Jammu and Kashmir,Low
,25.1775,93.0123,india,Assam,Low
,30.4605,79.4774,india,Uttaranchal,Medium
,17.46562972,78.35650523999999,india,Telangana,Low
,32.1896,77.187,india,Himachal Pradesh,High
,29.6095,79.6628,india,Uttaranchal,Low
,30.301,79.36279999999998,india,Uttaranchal,Medium
,11.96697752,75.80869049999998,india,Kerala,Medium
,32.22681803,76.32377459,india,Himachal Pradesh,Medium
,32.9913,75.1915,india,Jammu and Kashmir,Low
,19.641991,82.354055,india,Orissa,Medium
,29.3376357,79.48354487,india,Uttaranchal,Medium
,8.55866825,76.89785918,india,Kerala,Low
,30.6358,77.54349999999998,india,Himachal Pradesh,High
,32.8363,75.1489,india,Jammu and Kashmir,Low
,15.41602484,75.61670443,india,Karnataka,Medium
,34.4002,74.27979999999998,india,Jammu and Kashmir,Medium
,25.4191,94.1079,india,Manipur,Low
,9.8988,76.39019999999998,india,Kerala,High
,22.479713,77.970495,india,Madhya Pradesh,Medium
,12.9752,77.6092,india,Karnataka,Medium
,26.4205,94.9731,india,Nagaland,Medium
,19.336,73.7793,india,Maharashtra,Low
,25.72,94.6219,india,Nagaland,Medium
,25.4196,94.1054,india,Manipur,High
,8.4951,76.921,india,Kerala,Medium
,31.7018,76.9424,india,Himachal Pradesh,Medium
,27.0095,88.2592,india,West Bengal,High
,32.62803,75.37122999999998,india,Jammu and Kashmir,Medium
,30.7394,78.5306,india,Uttaranchal,Low
,33.7706,74.0967,india,Jammu and Kashmir,Low
,12.89163444,74.88548779,india,Karnataka,Low
,27.0087,88.443,india,West Bengal,High
,15.3826,73.9239,india,Goa,Medium
,16.5676,73.66079999999998,india,Maharashtra,Low
,24.808,93.117,india,Assam,High
,31.9906,76.7907,india,Himachal Pradesh,Medium
,26.8716,94.9921,india,Nagaland,High
,27.8835,96.9262,india,Arunachal Pradesh,Low
,31.3237,76.7622,india,Himachal Pradesh,Low
,26.88161,95.399897,india,Arunachal Pradesh,Low
,27.71646253,88.55668312999998,india,Sikkim,High
,31.5124,78.1181,india,Himachal Pradesh,High
,33.7705,74.0967,india,Jammu and Kashmir,Low
,23.7705,92.5217,india,Mizoram,High
,33.9639,74.9597,india,Jammu and Kashmir,Low
,27.1761,88.5287,india,Sikkim,Low
,26.1662,91.7138,india,Assam,Medium
,27.15977181,88.63411245999998,india,West Bengal,High
,19.316,83.2414,india,Orissa,Low
,26.2753,94.6654,india,Nagaland,Low
,34.3061,77.32649999999998,india,Jammu and Kashmir,High
,26.1619,91.7697,india,Assam,Medium
,23.65637182,93.02746602,india,Mizoram,Medium
,27.5748,91.8644,india,Arunachal Pradesh,Low
,25.4477,94.0489,india,Manipur,High
,30.51701952,79.09243030999998,india,Uttaranchal,Medium
,25.3056,93.1265,india,Assam,High
,27.13862165,88.22551799,india,Sikkim,High
,33.242,75.23099999999998,india,Jammu and Kashmir,Low
,26.048,91.8695,india,Meghalaya,Medium
,26.9435,88.4445,india,West Bengal,Low
,15.4951,73.8288,india,Goa,Medium
,23.9939,94.0573,india,Manipur,Medium
,19.0811,73.02259999999998,india,Maharashtra,Medium
,27.0987,93.816,india,Arunachal Pradesh,Medium
,33.1467,75.5488,india,Jammu and Kashmir,Medium
,18.10936157,73.58420319999999,india,Maharashtra,High
,27.8458,95.2253,india,Arunachal Pradesh,Low
,24.27173018,93.28039349,india,Manipur,High
,24.7543,93.5039,india,Manipur,Medium
,29.1585,79.1464,india,Uttaranchal,Low
,29.3908,79.4552,india,Uttaranchal,Medium
,24.938948,93.49683700000001,india,Manipur,Low
,27.1758,88.52939999999998,india,Sikkim,High
,26.1016,91.6906,india,Assam,Low
,11.67186116,75.96235435,india,Kerala,Low
,34.258,75.41889999999998,india,Jammu and Kashmir,Low
,22.6461,88.3403,india,West Bengal,Low
,25.0477,92.801,india,Assam,Low
,18.7686,73.3678,india,Maharashtra,Medium
,25.19640994,93.13430585,india,Assam,Low
,33.336892,75.19165534999999,india,Jammu and Kashmir,Low
